,product_name,selling_price,actual_price,average_rating,rating_and_rivew,resolution,refresh_rate,hdmi_usb,speaker,warranty,exchange_offer
0,Yuwa 24 HD 60 cm (24 inch) HD Ready LED TV,"₹5,999","₹10,192",3.5,4 Ratings & 0 Reviews,HD Ready 1366*768 Pixels,60 Hz Refresh Rate,1 x HDMI | 1 x USB,20 WATT Speaker Output,1 Year Manufacturer Warranty,Bank Offer
285,MOTOROLA Revou 2 102 cm (40 inch) Full HD LED Smart Android TV,"₹23,999","₹30,000",4.3,383 Ratings & 70 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
286,SONY BRAVIA 80 cm (32 inch) HD Ready LED Smart TV,"₹23,999","₹29,900",4.6,"4,336 Ratings & 738 Reviews",HD Ready 1366 x 768 Pixels,50 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹8,000 Off on Exchange"
287,KODAK 7X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹23,999","₹28,999",4.3,"3,187 Ratings & 770 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
288,KODAK 7XPro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...,"₹23,999","₹33,999",4.4,"1,677 Ratings & 363 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
289,KODAK 7X Pro 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹23,999","₹28,999",4.3,"3,187 Ratings & 770 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
290,Thomson 9R PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹23,999","₹33,999",4.4,"4,127 Ratings & 848 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
291,iFFALCON F52 108 cm (43 inch) Full HD LED Smart Android TV,"₹23,999","₹44,900",4.8,4 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹11,000 Off on Exchange"
292,SONY W820 80 cm (32 inch) HD Ready LED Smart Android TV,"₹23,999","₹34,900",4.6,816 Ratings & 170 Reviews,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹8,000 Off on Exchange"
293,Thomson 9R Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹23,999","₹29,999",4.3,"6,418 Ratings & 1,796 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
294,OnePlus Y1 108 cm (43 inch) Full HD LED Smart Android TV,"₹23,999","₹29,999",4.3,"1,00,548 Ratings & 9,123 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase,"Upto ₹16,900 Off on Exchange"
295,Vu Premium 108 cm (43 inch) Full HD LED Smart Android TV,"₹23,999","₹40,000",4.3,"34,831 Ratings & 4,757 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,24 W Speaker Output,1 Year Vu Domestic Warranty,"Upto ₹11,000 Off on Exchange"
296,Nokia 102 cm (40 inch) Full HD LED Smart Android TV,"₹23,999","₹29,000",4.3,"23,210 Ratings & 3,967 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
297,IMPEX 108 cm (43 inch) Full HD LED TV,"₹24,444","₹32,039",4,5 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,3 Years Warranty,Bank Offer
298,Panasonic 100 cm (40 inch) Full HD LED Smart Android TV,"₹24,990",0,4.3,"8,386 Ratings & 1,179 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product from Date of Purchase,"Upto ₹8,000 Off on Exchange"
299,TOSHIBA L50 Series 108 cm (43 inch) Full HD LED Smart TV with ADS Panel,"₹24,990","₹31,990",4.3,640 Ratings & 72 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
300,JVC 108 cm (43 inch) Full HD LED Smart TV 2022 Edition,"₹24,990","₹27,990",0,0,Full HD 1920x1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,12W x 2 Speaker Output,2 Year Manufacturer Comprehensive Warranty from the date of purchase.,Bank Offer
301,CloudWalker 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹24,999","₹37,990",3.9,"2,745 Ratings & 952 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,10 W x 2 Speaker Output,1 Year CloudWalker Warranty,"Upto ₹8,000 Off on Exchange"
302,Compaq HUEQ G43B 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹24,999","₹45,999",3.9,30 Ratings & 9 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
303,iFFALCON 107.9 cm (43 inch) Ultra HD (4K) LED Smart Android TV with HandsFree Voice Search,"₹24,999","₹76,990",4.4,"5,287 Ratings & 822 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,30 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
304,Thomson OATHPRO Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"₹24,999","₹37,999",4.4,"21,999 Ratings & 5,950 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
305,Yuwa FL Series 127 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹24,999","₹52,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Manufacturer Warranty From Yuwa,Bank Offer
306,realme 108 cm (43 inch) Full HD LED Smart Android TV,"₹24,999","₹35,999",4.3,"1,96,750 Ratings & 22,646 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Domestic Warranty on Product and 2 Years on Panel,"Upto ₹8,000 Off on Exchange"
307,Mi 4C 108 cm (43 inch) Full HD LED Smart Android TV,"₹24,999","₹34,999",4.3,"5,472 Ratings & 396 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,20 W Speaker Output,1 Year Warranty on Product and 2 Years on Panel,"Upto ₹8,000 Off on Exchange"
308,OnePlus Y1S 108 cm (43 inch) Full HD LED Smart Android TV,"₹24,999","₹31,999",4.3,"1,00,548 Ratings & 9,123 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year on Panel Provided By the Manufacturer From Date of Purchase,"Upto ₹16,900 Off on Exchange"
309,SAMSUNG 4 80 cm (32 inch) HD Ready LED TV,"₹25,900",0,3.8,11 Ratings & 1 Reviews,HD Ready 1366 x 768 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,10 W Speaker Output,1 Year Comprehensive Warranty and 1 Year Additional Warranty on Panel,Bank Offer
310,Croma 108 cm (43 inch) Full HD LED Smart TV,"₹25,990","₹40,000",2.3,3 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 Speaker Output,3 Years Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
311,Mi 4A Pro 108 cm (43 inch) Full HD LED Smart Android TV,"₹25,999","₹29,999",4.4,"6,62,910 Ratings & 67,196 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,20 W Speaker Output,1 Year Warranty on Product and 1 Year Additional Warranty for Panel,"Upto ₹8,000 Off on Exchange"
312,Hyundai 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹25,999","₹57,990",3.3,7 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product and 6 Months on Remote,"Upto ₹8,000 Off on Exchange"
313,Xiaomi 5A 108 cm (43 inch) Full HD LED Smart Android TV with Dolby Audio (2022 Model),"₹25,999","₹35,999",4.3,"2,897 Ratings & 282 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product and 2 Years for Panel,"Upto ₹8,000 Off on Exchange"
314,BPL 109.22 cm (43 inch) HD Ready LED Smart TV,"₹25,999","₹35,999",0,0,HD Ready 1920 x 1080 - FHD Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,2 X 18 W Speaker Output,,Bank Offer
315,ONIDA 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹25,999","₹41,990",4.4,584 Ratings & 101 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product From Onida,"Upto ₹8,000 Off on Exchange"
316,acer Frameless 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with 30W Soundbar | upgradable to A...,"₹25,999","₹34,990",4.4,"5,375 Ratings & 884 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
317,KODAK CA Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,"₹25,999","₹37,999",4.5,"17,439 Ratings & 5,302 Reviews",Ultra HD (4K) 3840X2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
318,acer Frameless 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio,"₹25,999","₹31,990",4.4,"5,375 Ratings & 884 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
319,Onix 99 cm (39 inch) HD Ready LED TV,"₹26,339","₹26,349",3.7,7 Ratings & 0 Reviews,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product,Bank Offer
320,SAMSUNG Series 4 80 cm (32 inch) HD Ready LED TV,"₹26,900",0,4,46 Ratings & 6 Reviews,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,40 W Speaker Output,,Bank Offer
321,TCL S5200 108 cm (43 inch) Full HD LED Smart Android TV,"₹26,990","₹47,990",4.7,18 Ratings & 1 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 rms Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
322,MOTOROLA Revou 2 109 cm (43 inch) Full HD LED Smart Android TV,"₹26,999","₹33,000",4.3,383 Ratings & 70 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
323,Nokia 109 cm (43 inch) Full HD LED Smart Android TV,"₹26,999","₹34,000",4.3,"23,210 Ratings & 3,967 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
324,Sansui 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Audio and DTS (Mystique Black) (...,"₹26,999","₹35,390",4.1,156 Ratings & 20 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and Additional 1 Year Warranty on Panel,"Upto ₹8,000 Off on Exchange"
325,Mi 4A Horizon Edition 108 cm (43 inch) Full HD LED Smart Android TV,"₹26,999","₹31,999",4.3,"34,902 Ratings & 3,062 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty and 2 Years for Panel,"Upto ₹8,000 Off on Exchange"
326,Thomson OATHPRO Max 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,"₹26,999","₹39,999",4.6,"2,405 Ratings & 578 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,Thomson OATHPRO Max 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 40W Speakers,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
327,Vu Premium 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹26,999","₹45,000",4.4,"31,925 Ratings & 4,972 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24W Speaker Output,1 Year Vu Domestic Warranty,"Upto ₹11,600 Off on Exchange"
328,MOTOROLA ZX2 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Atmos and Dolby Vision,"₹26,999","₹39,999",4.4,"8,822 Ratings & 1,402 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
329,SONY 80 cm (32 inch) HD Ready LED Smart TV,"₹27,489","₹29,900",4.3,126 Ratings & 22 Reviews,HD Ready 1366 x 768 Pixels,50 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty on Product,Bank Offer
330,Dyanora 127 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹27,499","₹40,999",4.4,5 Ratings & 0 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty from the Date of Purchase,Bank Offer
331,Hisense A6GE Series 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision and Dolby At...,"₹27,900","₹36,990",4.3,906 Ratings & 143 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
332,Croma 127 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹27,990","₹60,000",3.2,5 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Comprehensive Manufacturer Warranty from Croma,"No Cost EMI from ₹2,333/month"
333,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹27,999","₹34,999",4.3,"40,666 Ratings & 3,646 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹11,600 Off on Exchange"
334,KODAK CA PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & Dolby Digital Plus,"₹27,999","₹39,999",4.5,593 Ratings & 159 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
335,MOTOROLA ZX 107.6 cm (43 inch) Full HD LED Smart Android TV with Wireless Gamepad,"₹27,999","₹35,500",4.3,"22,484 Ratings & 3,538 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
336,MOTOROLA ZX 107.6 cm (43 inch) Full HD LED Smart Android TV with Wireless Gamepad,"₹27,999","₹35,500",4.3,"22,484 Ratings & 3,538 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
337,Coocaa 127 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹27,999","₹53,990",4.2,428 Ratings & 92 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Domestic Warranty,"Upto ₹8,000 Off on Exchange"
338,Blaupunkt Cybersound 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 50W Speaker...,"₹27,999","₹41,999",4.6,"3,367 Ratings & 927 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,Blaupunkt Cybersound 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & 50W Speaker...,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
339,iFFALCON K72 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Hands Free Voice Control and Wor...,"₹27,999","₹47,990",4.2,469 Ratings & 90 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹11,000 Off on Exchange"
340,KODAK CA PRO 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV with Dolby MS12 & Dolby Digital Plus,"₹27,999","₹39,999",4.5,593 Ratings & 159 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
341,SONY W820K 80 cm (32 inch) HD Ready LED Smart TV with Google TV,"₹27,999","₹34,900",4.5,31 Ratings & 8 Reviews,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹8,000 Off on Exchange"
342,LG 81.28 cm (32 inch) Full HD LED Smart TV,"₹28,480","₹34,499",3.6,5 Ratings & 2 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20W Speaker Output,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,Bank Offer
343,TOSHIBA U50 Series 108 cm (43 inch) Ultra HD (4K) LED Smart TV with Dolby Vision & ATMOS,"₹28,490","₹39,990",4.2,"1,111 Ratings & 178 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
344,Dyanora 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹28,499","₹43,999",4.1,475 Ratings & 68 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Manufacturer Warranty from the Date of Purchase.,Bank Offer
345,sun king 80.01 cm (32 inch) HD Ready LED TV,"₹28,499","₹49,998",0,0,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,1 x HDMI | 1 x USB,20 W Speaker Output,2 Years International and Domestic Warranty from Sun King,Bank Offer
346,Haier Google Certified Android 9.0 105 cm (42 inch) Full HD LED Smart Android TV,"₹28,590","₹46,990",4.7,12 Ratings & 0 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
347,Croma 109 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,990","₹50,000",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
348,SONY W830K 80 cm (32 inch) HD Ready LED Smart TV,"₹28,990","₹34,900",0,0,HD Ready 1366 x 768 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
349,Vu cinema TV 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999","₹50,000",4.3,538 Ratings & 65 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
350,MarQ By Flipkart Innoview 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999","₹34,999",4.3,"5,277 Ratings & 988 Reviews",Ultra HD (4K) 3840x2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 3 x USB,20 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
351,ONIDA 109.22 cm (43 inch) Full HD LED Smart TV,"₹28,999","₹33,490",0,0,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,16W Speaker Output,1 Year Onida Standard Warranty,Bank Offer
352,Mi 4X 108 cm (43 inch) Ultra HD (4K) LED Smart Android TV,"₹28,999",0,4.4,"57,935 Ratings & 6,361 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹8,000 Off on Exchange"
353,PHILIPS 6800 Series 108 cm (43 inch) Full HD LED Smart TV,"₹28,999","₹35,990",4,108 Ratings & 16 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,16 W Speaker Output,2 Years Manufacturer Warranty Upon the Date of Purchase,"Upto ₹8,000 Off on Exchange"
354,Nokia 109 cm (43 inch) Full HD LED Smart Android TV with Sound by Onkyo and Dolby Atmos,"₹28,999","₹39,999",4.1,"5,890 Ratings & 1,028 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,39 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
355,SONY W830 80 cm (32 inch) HD Ready LED Smart Android TV,"₹29,222","₹37,900",4.6,106 Ratings & 18 Reviews,HD Ready 1366 x 768 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty on Product,Bank Offer
356,CORNEA 127 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,989","₹39,999",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Standard Manufacturer Warranty From Cornea,Bank Offer
357,Vu Premium 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,990","₹45,000",4.4,"31,925 Ratings & 4,972 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Vu Domestic Warranty,"Upto ₹11,000 Off on Exchange"
358,Micromax 101 cm (40 inch) Full HD LED Smart TV,"₹29,990",0,4,"4,143 Ratings & 1,183 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
359,Croma 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹29,990","₹50,000",4.3,6 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 Speaker Output,3 Years Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
360,Croma 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹29,990","₹50,000",4.3,6 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 Speaker Output,3 Years Standard Comprehensive Manufacturer Warranty from Croma,Bank Offer
361,KODAK 7XPRO Series 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV,"₹29,999","₹33,999",4.3,"3,187 Ratings & 770 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
362,Thomson 140 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹29,999","₹49,999",4.1,"7,953 Ratings & 2,017 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹11,000 Off on Exchange"
363,LG 108 cm (43 inch) Full HD LED Smart TV,"₹29,999","₹40,990",4.4,"7,533 Ratings & 658 Reviews",Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹8,000 Off on Exchange"
364,Nokia 109 cm (43 inch) Full HD LED Smart Android TV with Sound by JBL and Powered by Harman AudioEFX,"₹29,999","₹41,999",4.1,"5,890 Ratings & 1,028 Reviews",Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,60 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
365,KODAK 7XPro 126 cm (50 inch) Ultra HD (4K) LED Smart Android TV with 40W Sound Output & Bezel-Less Des...,"₹29,999","₹42,999",4.4,"1,677 Ratings & 363 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
